loc_index,lat,lng,longitude,latitude,"POI大类:汽车服务,汽车销售,汽车维修,摩托车服务,餐饮服务,购物服务,生活服务,体育休闲服务,医疗保健服务,住宿服务,风景名胜,商务住宅,政府机构及社会团体,科教文化服务,交通设施服务,金融保险服务,公司企业,道路附属设施,地名地址信息,公共设施,事件活动,室内设施,通行设施",地址,addr,addr_tokens,doc2vec,addr_label,geohash
5325,35.654444,112.887222,112.887222,35.654444,"16,2,8,2,63,84,33,1,6,7,3,6,18,9,21,3,33,0,48,1,0,0,7",山西省晋城市泽州县巴公镇锦辰煤业,泽州县巴公镇锦辰煤业,泽州县巴公镇 锦辰 煤业,"[-0.030814144760370255, 0.059232257306575775, 0.023573296144604683, 0.006042383145540953, -0.01565844938158989, -0.08048006892204285, 0.0489615760743618, 0.1099335178732872, -0.06381180882453918, -0.12742936611175537, -0.007185059133917093, -0.100190669298172, 0.021820899099111557, 0.028209486976265907, -0.07696039229631424, -0.01667819172143936, 0.009912257082760334, 0.02714625932276249, -0.14686688780784607, -0.07034607976675034, -0.0644972026348114, 0.02014959417283535, 0.06962879747152328, -0.026221197098493576, 0.05008788779377937, 0.0429450124502182, 0.02678435668349266, -0.07115301489830017, -0.07450057566165924, 0.019867965951561928, -0.003323949873447418, 0.0036377361975610256, -0.05000101774930954, 0.03806056082248688, -0.06551479548215866, 0.034513119608163834, 0.07338963449001312, 0.027370387688279152, 0.05157797411084175, -0.06265654414892197, 0.08551378548145294, 0.014119282364845276, -0.02354213409125805, 0.012552074156701565, 0.11500414460897446, 0.053038522601127625, 0.00601589260622859, -0.010526602156460285, -0.037609733641147614, 0.0031823827885091305]",泽州县巴公镇,ww26bf9ynyjd
5358,35.49147,112.38076,112.38076,35.49147,"103,35,28,13,516,886,458,44,111,17,9,58,142,86,61,37,165,0,314,22,0,0,56",山西省晋城市阳城县凤城镇阳店线,阳城县凤城镇阳店线,阳城县凤城镇 阳店线,"[-0.03553658723831177, 0.07549432665109634, 0.014696942642331123, 0.0054320236667990685, -0.019444556906819344, -0.1328558325767517, 0.057422053068876266, 0.14913395047187805, -0.11360158026218414, -0.17181774973869324, 0.0049607721157372, -0.14995303750038147, 0.03154062479734421, 0.026750316843390465, -0.0985938012599945, -0.02238200232386589, 0.010843174532055855, 0.033749017864465714, -0.20322787761688232, -0.08616314828395844, -0.0904054194688797, 0.045855194330215454, 0.11471691727638245, -0.029049798846244812, 0.07849477976560593, 0.043600767850875854, 0.015025490894913673, -0.10101698338985443, -0.13000532984733582, 0.032452281564474106, -0.01270698755979538, -0.011454975232481956, -0.06455066055059433, 0.05449116602540016, -0.11388596892356873, 0.04842758551239967, 0.1058511883020401, 0.019642669707536697, 0.06596627086400986, -0.10086330026388168, 0.12132099270820618, 0.02278299629688263, -0.01189952902495861, 0.013342168182134628, 0.1806764155626297, 0.08662989735603333, 0.02089046873152256, -0.024113677442073822, -0.049511853605508804, 0.003753439523279667]",阳城县凤城镇,wqrcvm10v981
5364,35.38925,112.44295,112.44295,35.38925,"6,0,2,6,8,38,18,2,8,1,0,2,36,3,17,5,12,0,51,0,0,0,5",山西省晋城市阳城县蟒河镇蟒河大道,阳城县蟒河镇蟒河大道,阳城县蟒河镇 蟒河 大道,"[-0.05411316081881523, 0.04784111678600311, -0.0022911180276423693, 0.014178665354847908, -0.031204529106616974, -0.11893206834793091, 0.06286399811506271, 0.13513824343681335, -0.1052287295460701, -0.15926189720630646, -0.0008125344174914062, -0.13319271802902222, 0.01621405966579914, 0.01563854329288006, -0.08751295506954193, -0.004293274134397507, 0.024776866659522057, 0.01967366226017475, -0.16687554121017456, -0.08231595903635025, -0.08124176412820816, 0.05212509259581566, 0.099345363676548, -0.0484241284430027, 0.08221392333507538, 0.04880823940038681, 0.007166970521211624, -0.09929607063531876, -0.10461065173149109, 0.031246516853570938, 0.006751606240868568, 0.013602513819932938, -0.053910110145807266, 0.04927605390548706, -0.10279220342636108, 0.04959966242313385, 0.08730264753103256, 0.014140583574771881, 0.057229604572057724, -0.08575589954853058, 0.12699127197265625, 0.015909213572740555, -0.01276725996285677, 0.031086314469575882, 0.1643969863653183, 0.04562024772167206, 0.03865049406886101, -0.043359506875276566, -0.05116236209869385, 0.004459924064576626]",阳城县蟒河镇,wqrcqdqmqdk7
5368,35.59946,112.32597,112.32597,35.59946,"4,1,3,2,31,55,18,2,7,3,2,1,35,4,7,6,14,2,156,0,0,0,16",山西省晋城市阳城县芹池镇芹张线,阳城县芹池镇芹张线,阳城县芹池镇 芹张线,"[-0.05156971514225006, 0.09595538675785065, 0.04040439426898956, -0.001906217890791595, -0.015093684196472168, -0.17671774327754974, 0.08369114249944687, 0.20276622474193573, -0.15151061117649078, -0.25181907415390015, 0.0011829403229057789, -0.2113935947418213, 0.02589242346584797, 0.055238328874111176, -0.13118812441825867, -0.027187258005142212, 0.028209375217556953, 0.03764558583498001, -0.2819824814796448, -0.13720549643039703, -0.1311464011669159, 0.05318126827478409, 0.14472971856594086, -0.030498795211315155, 0.11768531799316406, 0.06312244385480881, 0.02888672798871994, -0.1343120038509369, -0.16743774712085724, 0.03864474222064018, -0.005633724387735128, -0.006138647440820932, -0.09696938097476959, 0.07405252754688263, -0.14792774617671967, 0.08165568113327026, 0.15677259862422943, 0.040319159626960754, 0.09397709369659424, -0.11783450096845627, 0.17776933312416077, 0.016761180013418198, -0.019691478461027145, 0.02871473878622055, 0.2449687123298645, 0.11188914626836777, 0.01571068726480007, -0.043157290667295456, -0.055992502719163895, 0.009878474287688732]",阳城县芹池镇,wqrfs09mbu3f
5375,35.41858,112.47373,112.47373,35.41858,"4,1,2,0,4,9,2,1,0,0,2,1,11,2,10,1,13,0,36,1,0,0,3",山西省晋城市阳城县白桑镇北香台,阳城县白桑镇北香台,阳城县白桑镇 北香台,"[-0.022703077644109726, 0.058452486991882324, 0.023890893906354904, 0.006100704427808523, -0.021877381950616837, -0.08467269688844681, 0.03964964300394058, 0.10992774367332458, -0.07889614254236221, -0.12986432015895844, 0.015077917836606503, -0.12228778004646301, 0.022208262234926224, 0.011759231798350811, -0.07655800133943558, -0.010573572479188442, 0.01649099588394165, 0.01780582219362259, -0.1371074765920639, -0.06347142904996872, -0.06717351824045181, 0.034678734838962555, 0.0831713005900383, -0.01922142133116722, 0.05556092411279678, 0.043756499886512756, 0.012760000303387642, -0.07867541909217834, -0.08740397542715073, 0.029326526448130608, -0.004215249791741371, -0.005568583495914936, -0.04438209533691406, 0.027008621022105217, -0.072309210896492, 0.04244789481163025, 0.0761810764670372, 0.018670570105314255, 0.0490884929895401, -0.06417935341596603, 0.09217595309019089, 0.01694425381720066, -0.006552763748914003, 0.011706860736012459, 0.1276303380727768, 0.051621075719594955, 0.006640887353569269, -0.020070921629667282, -0.035610198974609375, -0.007755968254059553]",阳城县白桑镇,wqrcrrub5vge
5386,35.47052,112.41888,112.41888,35.47052,"134,34,36,50,866,879,880,90,293,50,19,126,232,228,112,91,254,0,899,38,0,0,145",山西省晋城市阳城县凤城镇阳城县人民医院住院部,阳城县凤城镇阳城县人民医院住院部,阳城县凤城镇 阳城县 人民 医院 住院部,"[-0.0518815852701664, 0.036478523164987564, 0.026571622118353844, 0.013911071233451366, 0.014083954505622387, -0.06636068969964981, 0.038657620549201965, 0.07952727377414703, -0.07610020041465759, -0.08600006252527237, 0.006044602487236261, -0.10465482622385025, 0.02103460021317005, 0.0183176901191473, -0.04291137680411339, 0.016110224649310112, 0.009385047480463982, 0.022814039140939713, -0.12547293305397034, -0.046822480857372284, -0.05614432319998741, 0.028305815532803535, 0.0729723870754242, -0.019834797829389572, 0.0691761001944542, 0.024115633219480515, 0.012366093695163727, -0.0467350110411644, -0.0714092031121254, 0.013178518041968346, -0.0035432931035757065, -0.012238808907568455, -0.019408999010920525, 0.03724737465381622, -0.05628383904695511, 0.029508719220757484, 0.05924816057085991, 0.03528201952576637, 0.032137081027030945, -0.06341813504695892, 0.0796113982796669, 0.009682878851890564, 0.0018790368922054768, 0.021937305107712746, 0.10595503449440002, 0.027515145018696785, 0.008607436902821064, -0.002343805506825447, -0.016441263258457184, -0.0073415483348071575]",阳城县凤城镇,wqrcy1hyvb0t
5387,35.47688,112.42861,112.42861,35.47688,"117,27,36,48,865,871,873,87,282,49,18,127,236,230,111,88,260,0,899,36,0,0,143",山西省晋城市阳城县凤城镇阳城县第二人民医院阳城县肿瘤医院,阳城县凤城镇阳城县第二人民医院阳城县肿瘤医院,阳城县凤城镇 阳城县 第二 人民 医院 阳城县 肿瘤 医院,"[-0.045761413872241974, 0.010999922640621662, 0.022872338071465492, 0.015283691696822643, 0.019038844853639603, -0.031678456813097, 0.021641559898853302, 0.03798831254243851, -0.03512895107269287, -0.04618997871875763, 0.009112202562391758, -0.05766697973012924, 0.017628688365221024, 0.01901307888329029, -0.013054750859737396, 0.03712143376469612, 0.0028570624999701977, 0.01071080844849348, -0.09442752599716187, -0.01241392083466053, -0.01973268948495388, 0.03891434147953987, 0.05578462779521942, -0.005139614455401897, 0.03264176473021507, 0.017764009535312653, -0.006931999698281288, -0.02722531370818615, -0.03951338678598404, -0.003105602227151394, -0.010672394186258316, 0.004960053134709597, 0.004451993852853775, 0.01867915689945221, -0.014745618216693401, 0.019793124869465828, 0.05019930377602577, 0.023390568792819977, 0.010519271716475487, -0.04444951191544533, 0.02279752679169178, 0.00581516744568944, 0.01085847057402134, 0.01645050384104252, 0.041166529059410095, -0.013390282168984413, 0.008121398277580738, 0.0002893687051255256, -0.00456893490627408, 0.010476300492882729]",阳城县凤城镇,wqrcy6k5b3zb
5388,35.47083,112.42759,112.42759,35.47083,"98,24,33,49,870,880,876,76,259,42,18,117,202,199,108,77,240,0,899,32,0,0,130",山西省晋城市阳城县凤城镇瑶台路,阳城县凤城镇瑶台路,阳城县凤城镇 瑶台路,"[-0.06596802175045013, 0.09098527580499649, 0.022796273231506348, -0.0036066719330847263, -0.014715421013534069, -0.1541110873222351, 0.07440812140703201, 0.19117355346679688, -0.12888456881046295, -0.2176019251346588, -0.008048783987760544, -0.1948854625225067, 0.028529208153486252, 0.03386693075299263, -0.10743072628974915, -0.01619027368724346, 0.023281864821910858, 0.04200706630945206, -0.24438858032226562, -0.10927288979291916, -0.10905268043279648, 0.043884627521038055, 0.13645808398723602, -0.033455610275268555, 0.10860875993967056, 0.06617743521928787, 0.025940552353858948, -0.10282078385353088, -0.1524101346731186, 0.04313364624977112, -0.013773856684565544, -0.0074015166610479355, -0.09155348688364029, 0.062048133462667465, -0.12421024590730667, 0.0735672116279602, 0.12478066980838776, 0.024466747418045998, 0.08215402811765671, -0.11262459307909012, 0.14696292579174042, 0.025656454265117645, -0.015749938786029816, 0.02947135455906391, 0.22441992163658142, 0.10218077898025513, 0.02285841666162014, -0.03034394606947899, -0.06000419333577156, 0.01332490798085928]",阳城县凤城镇,wqrcy37289zn
5391,35.44613,112.47887,112.47887,35.44613,"9,1,8,6,39,167,24,2,6,3,5,4,11,6,14,2,37,0,192,3,0,0,13",山西省晋城市阳城县凤城镇中国移动(洪上指定专营店),阳城县凤城镇中国移动(洪上指定专营店),阳城县凤城镇 中国 移动 洪上 指定 专营店,"[-0.02789878472685814, 0.026247316971421242, 0.006295556668192148, -0.005338482558727264, 0.004989283159375191, -0.04658742994070053, 0.020145123824477196, 0.06613288819789886, -0.04837449640035629, -0.05739573389291763, 0.000615576165728271, -0.054901644587516785, 0.01285120751708746, 0.0073802717961370945, -0.03238407149910927, 0.0031874668784439564, 0.011390309780836105, 0.00470774807035923, -0.09145915508270264, -0.048025235533714294, -0.042001642286777496, 0.018937597051262856, 0.052365992218256, -0.005698722321540117, 0.023656319826841354, 0.025323932990431786, 0.013547845184803009, -0.041133541613817215, -0.061398252844810486, 0.0076574524864554405, -0.0006833047955296934, -0.010727097280323505, -0.03587523102760315, 0.014953982084989548, -0.0362415611743927, 0.029739363119006157, 0.04066304489970207, 0.0223175548017025, 0.016942355781793594, -0.02908175252377987, 0.06309165060520172, 0.008251865394413471, -0.014061719179153442, 0.005388561170548201, 0.07179184257984161, 0.03382570669054985, 0.0059425742365419865, -0.019924543797969818, -0.008294654078781605, 0.0022965618409216404]",阳城县凤城镇,wqrcxsb8ets3
5395,35.38305,112.43828,112.43828,35.38305,"5,0,2,6,7,35,18,2,8,1,0,2,36,3,18,5,10,0,52,0,0,0,5",山西省晋城市阳城县蟒河镇阳城县蟒河镇人民政府,阳城县蟒河镇阳城县蟒河镇人民政府,阳城县蟒河镇阳城县蟒河镇 人民政府,"[-0.06010324880480766, 0.10386478900909424, 0.02200666442513466, 0.0004000857879873365, -0.019428158178925514, -0.18070872128009796, 0.08002568036317825, 0.21174786984920502, -0.152701273560524, -0.2518836557865143, 0.009205790236592293, -0.21588541567325592, 0.04082978516817093, 0.03866855055093765, -0.1399875283241272, -0.01187017373740673, 0.03402351960539818, 0.043299008160829544, -0.2901969850063324, -0.12888503074645996, -0.13773290812969208, 0.05721646174788475, 0.15571926534175873, -0.026627302169799805, 0.12231829762458801, 0.05545366555452347, 0.027679825201630592, -0.13885778188705444, -0.17416761815547943, 0.05103244259953499, 0.0040909661911427975, -0.0013406832003965974, -0.11285773664712906, 0.07025417685508728, -0.1473546326160431, 0.07192704826593399, 0.1472877562046051, 0.03861233592033386, 0.10096032172441483, -0.12454832345247269, 0.17997731268405914, 0.017962483689188957, -0.028470901772379875, 0.0218524057418108, 0.25040555000305176, 0.11228965222835541, 0.013362224213778973, -0.036926593631505966, -0.06714823842048645, 0.010668006725609303]",阳城县蟒河镇阳城县蟒河镇,wqrcq9711yd4
5400,35.49162,112.49283,112.49283,35.49162,"12,1,11,6,57,215,73,9,19,6,5,22,43,17,23,10,31,4,102,8,0,0,24",山西省晋城市阳城县东城街道S8611润阳高速,阳城县东城街道S8611润阳高速,阳城县东城街道 润阳 高速,"[-0.04330531507730484, 0.08980678766965866, 0.02847461961209774, 0.0015728338621556759, -0.01673567295074463, -0.15245750546455383, 0.06694936007261276, 0.16988426446914673, -0.12938179075717926, -0.2077121138572693, 0.0015261139487847686, -0.17686127126216888, 0.028912922367453575, 0.029824072495102882, -0.10022006928920746, -0.010817904025316238, 0.01990528777241707, 0.042396508157253265, -0.2203976958990097, -0.0983429029583931, -0.11412040889263153, 0.04264895245432854, 0.12848269939422607, -0.02470444329082966, 0.0882640928030014, 0.06262227147817612, 0.021457195281982422, -0.0998082160949707, -0.1416885256767273, 0.03783814236521721, 0.0026422736700624228, -0.005828275345265865, -0.07563180476427078, 0.04961676895618439, -0.11038950830698013, 0.06016349047422409, 0.13547740876674652, 0.025103190913796425, 0.07782448828220367, -0.10627520829439163, 0.14719510078430176, 0.036191996186971664, -0.03355784714221954, 0.03121316246688366, 0.19549241662025452, 0.08540834486484528, 0.0164849404245615, -0.024736624211072922, -0.05262983217835426, -0.006799983326345682]",阳城县东城街道,wqrczv4c8vmx
5411,35.48214,112.38976,112.38976,35.48214,"118,33,33,29,869,886,883,86,227,43,13,112,220,195,80,65,244,0,708,35,0,0,104",山西省晋城市阳城县凤城镇梁氏意气针灸幸福里和谐花园小区,阳城县凤城镇梁氏意气针灸幸福里和谐花园小区,阳城县凤城镇 梁氏 意气 针灸 幸福 里 和谐 花园 小区,"[-0.07764820754528046, 0.1278207153081894, 0.042578402906656265, -0.0066679553128778934, -0.020368946716189384, -0.23218216001987457, 0.12737171351909637, 0.2795596122741699, -0.18688157200813293, -0.30913862586021423, -0.0007733952952548862, -0.27632594108581543, 0.03820928931236267, 0.0517163909971714, -0.14956322312355042, -0.019227899610996246, 0.054751843214035034, 0.06561385095119476, -0.35885152220726013, -0.14601904153823853, -0.16506966948509216, 0.06315403431653976, 0.18999601900577545, -0.048149071633815765, 0.15816490352153778, 0.10430445522069931, 0.043591201305389404, -0.1572062373161316, -0.22029848396778107, 0.056932903826236725, -0.008463127538561821, -0.0034557764884084463, -0.11838533729314804, 0.08732476830482483, -0.1817208081483841, 0.09778459370136261, 0.19092118740081787, 0.01660868339240551, 0.12602382898330688, -0.1494310200214386, 0.24027924239635468, 0.04333068057894707, -0.034490641206502914, 0.04564946889877319, 0.3200710713863373, 0.1396310180425644, 0.01896062307059765, -0.018468312919139862, -0.08380530029535294, 0.012962826527655125]",阳城县凤城镇,wqrcv7rdrnr1
5418,35.3742,112.45949,112.45949,35.3742,"4,0,2,6,5,35,18,1,8,1,0,2,25,3,19,5,8,0,52,0,0,0,4",山西省晋城市阳城县白桑镇阳东线,阳城县白桑镇阳东线,阳城县白桑镇 阳东线,"[-0.04075663536787033, 0.07302252948284149, 0.028372453525662422, 0.012054416351020336, -0.028233977034687996, -0.12003016471862793, 0.06727169454097748, 0.12622889876365662, -0.11586444824934006, -0.16103039681911469, 0.006145484279841185, -0.1435791403055191, 0.03738207370042801, 0.03645769879221916, -0.08146020770072937, -0.019208969548344612, 0.017205771058797836, 0.030808450654149055, -0.17823588848114014, -0.08820631355047226, -0.06955568492412567, 0.03921027109026909, 0.09417450428009033, -0.03176266327500343, 0.0879753902554512, 0.03753013163805008, 0.025340119376778603, -0.07890335470438004, -0.11374025046825409, 0.037877120077610016, -0.01055036298930645, 0.00041049180435948074, -0.07531171292066574, 0.03263963758945465, -0.1011253073811531, 0.06537959724664688, 0.09525032341480255, 0.015370912849903107, 0.05704958736896515, -0.07951350510120392, 0.1266130656003952, 0.017876680940389633, -0.0006104529602453113, 0.01827886328101158, 0.15836742520332336, 0.08120183646678925, -0.001964802388101816, -0.017129046842455864, -0.040189411491155624, -0.004599269945174456]",阳城县白桑镇,wqrcppdt8hcd
